PN,Descrition,Host PN,CAAC,FAA,EASA,CMM,OEM,MRO
233U3204-42,Cabin Temperature Module Assembly,,I/R/M,,,21-00-01,BAE,HX
233U3204-43,Cabin Temperature Module Assembly,,I/R/M,,,21-00-01,BAE,HX
233U3204-44,Cabin Temperature Module Assembly,,I/R/M,,,21-00-01,BAE,HX
233U3204-46,Cabin Temperature Module Assembly,,I/R/M,,,21-00-01,BAE,HX
233U3204-48,Cabin Temperature Module Assembly,,I/R/M,,,21-00-01,BAE,HX
233U3204-53,Cabin Temperature Module Assembly,,I/R/M,,,21-00-01,BAE,HX
233U3204-54,Cabin Temperature Module Assembly,,I/R/M,,,21-00-01,BAE,HX
65-52810-19,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-25,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-28,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-35,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-37,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-39,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-46,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-50,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-57,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-59,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-6,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-64,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65-52810-66,AIR CONDITIONING ACCESSORY UNIT ASSEMBLY,,I/R/M,I/R/M,,21-09-02,BAE,HX
65B46118-168,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-169,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-170,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-171,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-172,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-173,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-174,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-175,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-186,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-188,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-190,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-192,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-196,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-200,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-206,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-208,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-248,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-252,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46118-256,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-05,BOEING,HX
65B46180-1,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-12,BOEING,HX
65B46180-10,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-12,BOEING,HX
65B46180-11,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-12,BOEING,HX
65B46180-5,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-12,BOEING,HX
65B46180-9,AIR CONDITIONING MODULE ASSEMBLY,,I/R/M,,,21-20-12,BOEING,HX
785-611-2,FOR AVIONICS EQUIPMENT VENTILATION COMPUTER (AEVC),,I/R/M,,,21-26-34,ZODIAC,HX
785-611-3,FOR AVIONICS EQUIPMENT VENTILATION COMPUTER (AEVC),,I/R/M,,,21-26-34,ZODIAC,HX
785611-4,FOR AVIONICS EQUIPMENT VENTILATION COMPUTER (AEVC),,I/R/M,,,21-26-34,ZODIAC,HX
87292325V04,AVIONICS EQUIPMENT VENTILATION COMPUTER,,I/R/M,I/R/M/O,,21-26-34,THALES,HX
87292325V05,AVIONICS EQUIPMENT VENTILATION COMPUTER,,I/R/M,I/R/M/O,,21-26-34,THALES,HX
87292325V06,AVIONICS EQUIPMENT VENTILATION COMPUTER,,I/R/M,I/R/M/O,,21-26-34,THALES,HX
87292325V07,AVIONICS EQUIPMENT VENTILATION COMPUTER,,I/R/M,I/R/M/O,,21-26-34,THALES,HX
600615-00-502,"CONTROLLER, CARGO VENT",,I/R/M,I/R/M,,21-28-01,NORD-MICRO,HX
600615-00-503,"CONTROLLER, CARGO VENT",,I/R/M,I/R/M,,21-28-01,NORD-MICRO,HX
600615-01-500,"CONTROLLER, CARGO VENT",,I/R/M,I/R/M,,21-28-01,NORD-MICRO,HX
600615-01-501,"CONTROLLER, CARGO VENT",,I/R/M,I/R/M,,21-28-01,NORD-MICRO,HX
10-60757-142,POSITION INDICATOR,,I/R/M,,,21-30-01,ROGERSON,HX
10-60757-55,POSITION INDICATOR,,I/R/M,,,21-30-01,ROGERSON,HX
114,POSITION INDICATOR,,I/R/M,,,21-30-01,ROGERSON,HX
114,POSITION INDICATOR,,I/R/M,,,21-30-01,ROGERSON,HX
AW2835AB01,CABIN ALTITUDE&DIFFERENTIAL PRESSURE INDICATOR,,I/R/M,I/R/M,,21-30-01,AMETEK,HX
AW2835AB02,CABIN ALTITUDE&DIFFERENTIAL PRESSURE INDICATOR,,I/R/M,I/R/M,,21-30-01,AMETEK,HX
AW2835AB04,CABIN ALTITUDE&DIFFERENTIAL PRESSURE INDICATOR,,I/R/M,I/R/M,,21-30-01,AMETEK,HX
AW2835AB05,CABIN ALTITUDE&DIFFERENTIAL PRESSURE INDICATOR,,I/R/M,I/R/M,,21-30-01,AMETEK,HX
AW2835AB06,CABIN ALTITUDE&DIFFERENTIAL PRESSURE INDICATOR,,I/R/M,I/R/M,,21-30-01,AMETEK,HX
AW2835AB07,CABIN ALTITUDE&DIFFERENTIAL PRESSURE INDICATOR,,I/R/M,I/R/M,,21-30-01,AMETEK,HX
60B00104-11,CABIN ALTIMETER INDICATOR,,I/R/M,I/R/M,,21-30-02,THALES,HX
60B00104-12,CABIN ALTIMETER INDICATOR,,I/R/M,I/R/M,,21-30-02,THALES,HX
64141-861-1,CABIN ALTIMETER INDICATOR,,I/R/M,I/R/M,,21-30-02,THALES,HX
64141-862-1,CABIN ALTIMETER INDICATOR,,I/R/M,I/R/M,,21-30-02,THALES,HX
711002-3,PRESSURE CONTROL PANEL,,I/R/M,I/R/M,,21-31-00,HAMILTON,HX
711002-4,PRESSURE CONTROL PANEL,,I/R/M,I/R/M,,21-31-00,HAMILTON,HX
711002-5,PRESSURE CONTROL PANEL,,I/R/M,I/R/M,,21-31-00,HAMILTON,HX
710298-8,PRESSURE SELECTOR PANEL,,I/R/M,,,21-31-01,HAMILTON,HX
763810-1,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
763810-2,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
763810-3,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
763810-4,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
763810-5,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
763810-6,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
763810-7,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
763810-8,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
790960-1,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
790960-2,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-11,HAMILTON,HX
796885-2-002,INTERFACE CONTROL UNIT,,I/R/M,,,21-31-20,HAMILTON,HX
9022-15702-10,PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-20,NORD-MICRO,HX
9022-15702-11,PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-20,NORD-MICRO,HX
20791-02AB,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,,21-31-21,NORD-MICRO,HX
20791-03AB,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,,21-31-21,NORD-MICRO,HX
20791-12AC,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,,21-31-21,NORD-MICRO,HX
20791-13AC,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,,21-31-21,NORD-MICRO,HX
21071-01AA,ELECTRONIC BOX,,I/R/M,,,21-31-35,NORD-MICRO,HX
"21071-01AA AMDT ""A""",ELECTRONIC BOX,,I/R/M,,,21-31-35,NORD-MICRO,HX
21071-02AC,ELECTRONIC BOX,,I/R/M,,,21-31-35,NORD-MICRO,HX
21071-03AC,ELECTRONIC BOX,,I/R/M,,,21-31-35,NORD-MICRO,HX
2117388-10,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-48,HONEYWELL,HX
2117388-11,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-48,HONEYWELL,HX
2117388-12,CABIN PRESSURE CONTROLLER,,I/R/M,,,21-31-48,HONEYWELL,HX
2117388-13,CABIN PRESSURE CONTROLLER,,I/R/M,,,21-31-48,HONEYWELL,HX
2117388-14,CABIN PRESSURE CONTROLLER,,I/R/M,,,21-31-48,HONEYWELL,HX
2117388-15,CABIN PRESSURE CONTROLLER,,I/R/M,,,21-31-48,HONEYWELL,HX
2117388-5,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-48,HONEYWELL,HX
2117388-6,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-48,HONEYWELL,HX
2117388-7,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-48,HONEYWELL,HX
2117388-8,CABIN PRESSURE CONTROLLER,,I/R/M,I/R/M,,21-31-48,HONEYWELL,HX
130502-4,CABIN PRESSURE SELECTOR,,I/R/M,I/R/M,,21-31-50,HONEYWELL,HX
130502-5,CABIN PRESSURE SELECTOR,,I/R/M,I/R/M,,21-31-50,HONEYWELL,HX
130502-6,CABIN PRESSURE SELECTOR,,I/R/M,I/R/M,,21-31-50,HONEYWELL,HX
130502-7,CABIN PRESSURE SELECTOR,,I/R/M,I/R/M,,21-31-50,HONEYWELL,HX
20793-01AA,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,I/R/M/O,21-32-22,NORD-MICRO,HX
20793-02AB,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,I/R/M/O,21-32-22,NORD-MICRO,HX
20793-03AC,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,I/R/M/O,21-32-22,NORD-MICRO,HX
20793-30BA,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,I/R/M/O,21-32-22,NORD-MICRO,HX
20793-31BB,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,I/R/M/O,21-32-22,NORD-MICRO,HX
20793-41BC,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,I/R/M/O,21-32-22,NORD-MICRO,HX
20793-42BC,PRESSURE CONTROLLER,,I/R/M,I/R/M/O,I/R/M/O,21-32-22,NORD-MICRO,HX
AW2835AH01,CABIN ALTITUDE&DIFFERENTIAL PRESSURE INDICATOR,,I/R/M,,,21-33-03,AMETEK,HX
10-62231-12,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
10-62231-2,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
10-62231-22,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
10-62231-32,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
7121-19971-01AA,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
7121-19971-01AB,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
7121-19971-01AC,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
7121-19971-01BA,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-20,NORD-MICRO,HX
10-62231-42,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-21,NORD-MICRO,HX
10-62231-52,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-21,NORD-MICRO,HX
21933-01AA,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-21,NORD-MICRO,HX
21933-01AB,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-21,NORD-MICRO,HX
21933-01AC,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-21,NORD-MICRO,HX
21933-01AD,PRESSURE CONTROLLER,,I/R/M,I/R/M,I/R/M,21-33-21,NORD-MICRO,HX
21931-02,PC MAIN BOARD ASSEMBLY,21933-XXXX,I/R/M,I/R/M,,21-33-21,NORD-MICRO,HX
233A3213-1,CABIN ALTIMETER AND RATE OF CLIMB MODULE ASSEMBLY,,I/R/M,I/R/M,,21-33-21,BAE,HX
233A3213-2,CABIN ALTIMETER AND RATE OF CLIMB MODULE ASSEMBLY,,I/R/M,I/R/M,,21-33-21,BAE,HX
233A3213-4,CABIN ALTIMETER AND RATE OF CLIMB MODULE ASSEMBLY,,I/R/M,I/R/M,,21-33-21,BAE,HX
6331-20202-01AA,ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
"6331-20202-01AA MOD-LEVEL ""A""",ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
6331-20202-01AB,ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
"6331-20202-01AB MOD-LEVEL ""A""",ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
6331-20202-02AA,ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
"6331-20202-02AA MOD-LEVEL ""A""",ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
6331-20202-02AB,ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
"6331-20202-02AB MOD-LEVEL ""A""",ELECTRONIC BOX,,I/R/M,,,21-33-32,NORD-MICRO,HX
20995-01AB,ELECTRONIC BOX,,I/R/M,,,21-33-35,NORD-MICRO,HX
20995-02AC,ELECTRONIC BOX,,I/R/M,,,21-33-35,NORD-MICRO,HX
20995-03AC,ELECTRONIC BOX,,I/R/M,,,21-33-35,NORD-MICRO,HX
10-62231-1,DIGITAL SELECTOR PANEL,,I/R/M,,,21-33-70,HAMILTON,HX
7123-19973-01AA,DIGITAL SELECTOR PANEL,,I/R/M,,,21-33-70,HAMILTON,HX
7123-19973-02AB,DIGITAL SELECTOR PANEL,,I/R/M,I/R/M,,21-33-70,HAMILTON,HX
7123-19973-02AC,DIGITAL SELECTOR PANEL,,I/R/M,I/R/M,,21-33-70,HAMILTON,HX
814392-1-001,DIGITAL SELECTOR PANEL,,I/R/M,,,21-33-70,HAMILTON,HX
814392-2-002,DIGITAL SELECTOR PANEL,,I/R/M,I/R/M,,21-33-70,HAMILTON,HX
814392-2-003,DIGITAL SELECTOR PANEL,,I/R/M,I/R/M,,21-33-70,HAMILTON,HX
10-62231-11,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
10-62231-21,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
7123-19973-03AB,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
7123-19973-03AC,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
824392-1-002,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
824392-1-003,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
824392-2-002,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
824392-2-003,PRESSURE SELECTOR PANEL,,I/R/M,I/R/M,I/R/M,21-33-71,HAMILTON,HX
11469-00,FAN HEATER UNIT,,I/R/M,,,21-40-11,AMETEK,HX
600611-00-600,"CONTROLLER, CARGO HEAT",,I/R/M,I/R/M,I/R/M,21-43-05,NORD-MICRO,HX
600611-00-601,"CONTROLLER, CARGO HEAT",,I/R/M,I/R/M,I/R/M,21-43-05,NORD-MICRO,HX
233T4228-1,BULK CARGO HEAT PANEL ASSEMBLY,,I/R/M,,,21-44-51,BOEING,HX
233T4228-12,BULK CARGO HEAT PANEL ASSEMBLY,,I/R/M,,,21-44-51,BOEING,HX
233T4228-300,BULK CARGO HEAT PANEL ASSEMBLY,,I/R/M,,,21-44-51,BOEING,HX
233T4228-6,BULK CARGO HEAT PANEL ASSEMBLY,,I/R/M,,,21-44-51,BOEING,HX
233T4228-9,BULK CARGO HEAT PANEL ASSEMBLY,,I/R/M,,,21-44-51,BOEING,HX
233T3239-1,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-10,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-11,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-12,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-14,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-15,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-17,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-300,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-301,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-302,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-303,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-5,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233T3239-8,CARGO HEAT PANEL ASSEMBLY,,I/R/M,I/R/M,,21-44-52,BAE,HX
233N3217-11,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-15,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-16,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-17,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-18,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-19,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-300,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-301,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-302,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-304,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233N3217-8,AIR CONDITIONING CONTROL PANEL ASSEMBLY,,I/R/M,,,21-51-71,BAE,HX
233T3238-11,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-14,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-15,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-16,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-18,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-20,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-21,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-22,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-23,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-25,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-300,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-301,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-302,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-303,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233T3238-8,EQUIPMENT COOLING PANEL ASSEMBLY,,I/R/M,,,21-58-59,BOEING,HX
233N3203-16,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-17,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-24,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-25,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-26,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-27,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-29,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-30,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-300,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-301,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-32,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-33,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-337,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-34,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-35,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
233N3203-36,EQUIPMENT COOLING PANEL ASSEMBLYM10067,,I/R/M,,,21-58-71,BOEING,HX
607518-2,TEMPERATURE CONTROL,,I/R/M,,,21-60-09,HONEYWELL,HX
607518-2 SERIES 2,TEMPERATURE CONTROL,,I/R/M,,,21-60-09,HONEYWELL,HX
607518-2 SERIES 3,TEMPERATURE CONTROL,,I/R/M,,,21-60-09,HONEYWELL,HX
607518-2 SERIES 4,TEMPERATURE CONTROL,,I/R/M,,,21-60-09,HONEYWELL,HX
607400-1,TEMPERATURE SELECTOR,,I/R/M,I/R,I/R,21-60-51,HONEYWELL,HX
607400-1-1,TEMPERATURE SELECTOR,,I/R/M,I/R,I/R,21-60-51,HONEYWELL,HX
607400-2,TEMPERATURE SELECTOR,,I/R/M,I/R,I/R,21-60-51,HONEYWELL,HX
607400-3,TEMPERATURE SELECTOR,,I/R/M,I/R,I/R,21-60-51,HONEYWELL,HX
548376-6,CABIN TEMPERATURE CONTROLLER,,I/R/M,I/R/M,,21-60-56,HONEYWELL,HX
548376-6 SERIES 3,CABIN TEMPERATURE CONTROLLER,,I/R/M,I/R/M,,21-60-56,HONEYWELL,HX
607510-3,Control 35℉,,I/R/M,I/R/M,,21-60-59,HONEYWELL,HX
607510-3 Series 1,Control 35℉,,I/R/M,I/R/M,,21-60-59,HONEYWELL,HX
607510-3 Series 2,Control 35℉,,I/R/M,I/R/M,,21-60-59,HONEYWELL,HX
720472-5,ZONE TEMPERATURE CONTROLLER,,I/R/M,,,21-61-01,HAMILTON,HX
720472-6,ZONE TEMPERATURE CONTROLLER,,I/R/M,,,21-61-01,HAMILTON,HX
720472-7,ZONE TEMPERATURE CONTROLLER,,I/R/M,,,21-61-01,HAMILTON,HX
2263-01-1,COMPARTMENT TEMPERATURE INDICATOR,,I/R/M,,,21-61-02,GE,HX
759A0000-08,PACK CONTROLLER,,I/R/M,I/R/M,,21-61-02,SAFRAN,HX
759A0000-09,PACK CONTROLLER,,I/R/M,I/R/M,,21-61-02,SAFRAN,HX
759A0000-10,PACK CONTROLLER,,I/R/M,I/R/M,,21-61-02,SAFRAN,HX
759A0000-11,PACK CONTROLLER,,I/R/M,I/R/M,,21-61-02,SAFRAN,HX
759C0000-02,PACK CONTROLLER,,I/R/M,I/R/M,,21-61-03,SAFRAN,HX
759D0000-01,PACK CONTROLLER,,I/R/M,I/R/M,,21-61-11,SAFRAN,HX
759D0000-02,PACK CONTROLLER,,I/R/M,I/R/M,,21-61-11,SAFRAN,HX
4034242-901,FLIGHT GUIDANCE CONTROL PANEL,,I/R/M,,,22-01-02,HONEYWELL,HX
4034242-902,FLIGHT GUIDANCE CONTROL PANEL,,I/R/M,,,22-01-02,HONEYWELL,HX
4034242-903,FLIGHT GUIDANCE CONTROL PANEL,,I/R/M,,,22-01-02,HONEYWELL,HX
4034242-904,FLIGHT GUIDANCE CONTROL PANEL,,I/R/M,,,22-01-02,HONEYWELL,HX
